title,authors,published,summary,url
BACKTIME: Backdoor Attacks on Multivariate Time Series Forecasting,"Xiao Lin, Zhining Liu, Dongqi Fu, Ruizhong Qiu, Hanghang Tong",2024-10-03,"Multivariate Time Series (MTS) forecasting is a fundamental task with
numerous real-world applications, such as transportation, climate, and
epidemiology. While a myriad of powerful deep learning models have been
developed for this task, few works have explored the robustness of MTS
forecasting models to malicious attacks, which is crucial for their trustworthy
employment in high-stake scenarios. To address this gap, we dive deep into the
backdoor attacks on MTS forecasting models and propose an effective attack
method named BackTime.By subtly injecting a few stealthy triggers into the MTS
data, BackTime can alter the predictions of the forecasting model according to
the attacker's intent. Specifically, BackTime first identifies vulnerable
timestamps in the data for poisoning, and then adaptively synthesizes stealthy
and effective triggers by solving a bi-level optimization problem with a
GNN-based trigger generator. Extensive experiments across multiple datasets and
state-of-the-art MTS forecasting models demonstrate the effectiveness,
versatility, and stealthiness of \method{} attacks. The code is available at
\url{https://github.com/xiaolin-cs/BackTime}.",http://arxiv.org/pdf/2410.02195v1
"A Survey on Point-of-Interest Recommendation: Models, Architectures, and Security","Qianru Zhang, Peng Yang, Junliang Yu, Haixin Wang, Xingwei He, Siu-Ming Yiu, Hongzhi Yin",2024-10-03,"The widespread adoption of smartphones and Location-Based Social Networks has
led to a massive influx of spatio-temporal data, creating unparalleled
opportunities for enhancing Point-of-Interest (POI) recommendation systems.
These advanced POI systems are crucial for enriching user experiences, enabling
personalized interactions, and optimizing decision-making processes in the
digital landscape. However, existing surveys tend to focus on traditional
approaches and few of them delve into cutting-edge developments, emerging
architectures, as well as security considerations in POI recommendations. To
address this gap, our survey stands out by offering a comprehensive, up-to-date
review of POI recommendation systems, covering advancements in models,
architectures, and security aspects. We systematically examine the transition
from traditional models to advanced techniques such as large language models.
Additionally, we explore the architectural evolution from centralized to
decentralized and federated learning systems, highlighting the improvements in
scalability and privacy. Furthermore, we address the increasing importance of
security, examining potential vulnerabilities and privacy-preserving
approaches. Our taxonomy provides a structured overview of the current state of
POI recommendation, while we also identify promising directions for future
research in this rapidly advancing field.",http://arxiv.org/pdf/2410.02191v1
Planning in Strawberry Fields: Evaluating and Improving the Planning and Scheduling Capabilities of LRM o1,"Karthik Valmeekam, Kaya Stechly, Atharva Gundawar, Subbarao Kambhampati",2024-10-03,"The ability to plan a course of action that achieves a desired state of
affairs has long been considered a core competence of intelligent agents and
has been an integral part of AI research since its inception. With the advent
of large language models (LLMs), there has been considerable interest in the
question of whether or not they possess such planning abilities, but -- despite
the slew of new private and open source LLMs since GPT3 -- progress has
remained slow. OpenAI claims that their recent o1 (Strawberry) model has been
specifically constructed and trained to escape the normal limitations of
autoregressive LLMs -- making it a new kind of model: a Large Reasoning Model
(LRM). In this paper, we evaluate the planning capabilities of two LRMs
(o1-preview and o1-mini) on both planning and scheduling benchmarks. We see
that while o1 does seem to offer significant improvements over autoregressive
LLMs, this comes at a steep inference cost, while still failing to provide any
guarantees over what it generates. We also show that combining o1 models with
external verifiers -- in a so-called LRM-Modulo system -- guarantees the
correctness of the combined system's output while further improving
performance.",http://arxiv.org/pdf/2410.02162v1
RiskSEA : A Scalable Graph Embedding for Detecting On-chain Fraudulent Activities on the Ethereum Blockchain,"Ayush Agarwal, Lv Lu, Arjun Maheswaran, Varsha Mahadevan, Bhaskar Krishnamachari",2024-10-03,"Like any other useful technology, cryptocurrencies are sometimes used for
criminal activities. While transactions are recorded on the blockchain, there
exists a need for a more rapid and scalable method to detect addresses
associated with fraudulent activities. We present RiskSEA, a scalable risk
scoring system capable of effectively handling the dynamic nature of
large-scale blockchain transaction graphs. The risk scoring system, which we
implement for Ethereum, consists of 1. a scalable approach to generating
node2vec embedding for entire set of addresses to capture the graph topology 2.
transaction-based features to capture the transactional behavioral pattern of
an address 3. a classifier model to generate risk score for addresses that
combines the node2vec embedding and behavioral features. Efficiently generating
node2vec embedding for large scale and dynamically evolving blockchain
transaction graphs is challenging, we present two novel approaches for
generating node2vec embeddings and effectively scaling it to the entire set of
blockchain addresses: 1. node2vec embedding propagation and 2. dynamic node2vec
embedding. We present a comprehensive analysis of the proposed approaches. Our
experiments show that combining both behavioral and node2vec features boosts
the classification performance significantly, and that the dynamic node2vec
embeddings perform better than the node2vec propagated embeddings.",http://arxiv.org/pdf/2410.02160v1
"The why, what, and how of AI-based coding in scientific research","Tonghe Zhuang, Zhicheng Lin",2024-10-03,"Computer programming (coding) is indispensable for researchers across
disciplines, yet it remains challenging to learn and time-consuming to carry
out. Generative AI, particularly large language models (LLMs), has the
potential to transform coding into intuitive conversations, but best practices
and effective workflows are only emerging. We dissect AI-based coding through
three key lenses: the nature and role of LLMs in coding (why), six types of
coding assistance they provide (what), and a five-step workflow in action with
practical implementation strategies (how). Additionally, we address the
limitations and future outlook of AI in coding. By offering actionable
insights, this framework helps to guide researchers in effectively leveraging
AI to enhance coding practices and education, accelerating scientific progress.",http://arxiv.org/pdf/2410.02156v1
The Impact of Generative AI on Collaborative Open-Source Software Development: Evidence from GitHub Copilot,"Fangchen Song, Ashish Agarwal, Wen Wen",2024-10-02,"Generative artificial intelligence (AI) has opened the possibility of
automated content production, including coding in software development, which
can significantly influence the participation and performance of software
developers. To explore this impact, we investigate the role of GitHub Copilot,
a generative AI pair programmer, on software development in open-source
community, where multiple developers voluntarily collaborate on software
projects. Using GitHub's dataset for open-source repositories and a generalized
synthetic control method, we find that Copilot significantly enhances
project-level productivity by 6.5%. Delving deeper, we dissect the key
mechanisms driving this improvement. Our findings reveal a 5.5% increase in
individual productivity and a 5.4% increase in participation. However, this is
accompanied with a 41.6% increase in integration time, potentially due to
higher coordination costs. Interestingly, we also observe the differential
effects among developers. We discover that core developers achieve greater
project-level productivity gains from using Copilot, benefiting more in terms
of individual productivity and participation compared to peripheral developers,
plausibly due to their deeper familiarity with software projects. We also find
that the increase in project-level productivity is accompanied with no change
in code quality. We conclude that AI pair programmers bring benefits to
developers to automate and augment their code, but human developers' knowledge
of software projects can enhance the benefits. In summary, our research
underscores the role of AI pair programmers in impacting project-level
productivity within the open-source community and suggests potential
implications for the structure of open-source software projects.",http://arxiv.org/pdf/2410.02091v1
EAB-FL: Exacerbating Algorithmic Bias through Model Poisoning Attacks in Federated Learning,"Syed Irfan Ali Meerza, Jian Liu",2024-10-02,"Federated Learning (FL) is a technique that allows multiple parties to train
a shared model collaboratively without disclosing their private data. It has
become increasingly popular due to its distinct privacy advantages. However, FL
models can suffer from biases against certain demographic groups (e.g., racial
and gender groups) due to the heterogeneity of data and party selection.
Researchers have proposed various strategies for characterizing the group
fairness of FL algorithms to address this issue. However, the effectiveness of
these strategies in the face of deliberate adversarial attacks has not been
fully explored. Although existing studies have revealed various threats (e.g.,
model poisoning attacks) against FL systems caused by malicious participants,
their primary aim is to decrease model accuracy, while the potential of
leveraging poisonous model updates to exacerbate model unfairness remains
unexplored. In this paper, we propose a new type of model poisoning attack,
EAB-FL, with a focus on exacerbating group unfairness while maintaining a good
level of model utility. Extensive experiments on three datasets demonstrate the
effectiveness and efficiency of our attack, even with state-of-the-art fairness
optimization algorithms and secure aggregation rules employed.",http://arxiv.org/pdf/2410.02042v1
Zodiac: A Cardiologist-Level LLM Framework for Multi-Agent Diagnostics,"Yuan Zhou, Peng Zhang, Mengya Song, Alice Zheng, Yiwen Lu, Zhiheng Liu, Yong Chen, Zhaohan Xi",2024-10-02,"Large language models (LLMs) have demonstrated remarkable progress in
healthcare. However, a significant gap remains regarding LLMs' professionalism
in domain-specific clinical practices, limiting their application in real-world
diagnostics. In this work, we introduce ZODIAC, an LLM-powered framework with
cardiologist-level professionalism designed to engage LLMs in cardiological
diagnostics. ZODIAC assists cardiologists by extracting clinically relevant
characteristics from patient data, detecting significant arrhythmias, and
generating preliminary reports for the review and refinement by cardiologists.
To achieve cardiologist-level professionalism, ZODIAC is built on a multi-agent
collaboration framework, enabling the processing of patient data across
multiple modalities. Each LLM agent is fine-tuned using real-world patient data
adjudicated by cardiologists, reinforcing the model's professionalism. ZODIAC
undergoes rigorous clinical validation with independent cardiologists,
evaluated across eight metrics that measure clinical effectiveness and address
security concerns. Results show that ZODIAC outperforms industry-leading
models, including OpenAI's GPT-4o, Meta's Llama-3.1-405B, and Google's
Gemini-pro, as well as medical-specialist LLMs like Microsoft's BioGPT. ZODIAC
demonstrates the transformative potential of specialized LLMs in healthcare by
delivering domain-specific solutions that meet the stringent demands of medical
practice. Notably, ZODIAC has been successfully integrated into
electrocardiography (ECG) devices, exemplifying the growing trend of embedding
LLMs into Software-as-Medical-Device (SaMD).",http://arxiv.org/pdf/2410.02026v1
Risk Alignment in Agentic AI Systems,"Hayley Clatterbuck, Clinton Castro, Arvo Muñoz Morán",2024-10-02,"Agentic AIs $-$ AIs that are capable and permitted to undertake complex
actions with little supervision $-$ mark a new frontier in AI capabilities and
raise new questions about how to safely create and align such systems with
users, developers, and society. Because agents' actions are influenced by their
attitudes toward risk, one key aspect of alignment concerns the risk profiles
of agentic AIs. Risk alignment will matter for user satisfaction and trust, but
it will also have important ramifications for society more broadly, especially
as agentic AIs become more autonomous and are allowed to control key aspects of
our lives. AIs with reckless attitudes toward risk (either because they are
calibrated to reckless human users or are poorly designed) may pose significant
threats. They might also open 'responsibility gaps' in which there is no agent
who can be held accountable for harmful actions. What risk attitudes should
guide an agentic AI's decision-making? How might we design AI systems that are
calibrated to the risk attitudes of their users? What guardrails, if any,
should be placed on the range of permissible risk attitudes? What are the
ethical considerations involved when designing systems that make risky
decisions on behalf of others? We present three papers that bear on key
normative and technical aspects of these questions.",http://arxiv.org/pdf/2410.01927v1
Social Media Authentication and Combating Deepfakes using Semi-fragile Invisible Image Watermarking,"Aakash Varma Nadimpalli, Ajita Rattani",2024-10-02,"With the significant advances in deep generative models for image and video
synthesis, Deepfakes and manipulated media have raised severe societal
concerns. Conventional machine learning classifiers for deepfake detection
often fail to cope with evolving deepfake generation technology and are
susceptible to adversarial attacks. Alternatively, invisible image watermarking
is being researched as a proactive defense technique that allows media
authentication by verifying an invisible secret message embedded in the image
pixels. A handful of invisible image watermarking techniques introduced for
media authentication have proven vulnerable to basic image processing
operations and watermark removal attacks. In response, we have proposed a
semi-fragile image watermarking technique that embeds an invisible secret
message into real images for media authentication. Our proposed watermarking
framework is designed to be fragile to facial manipulations or tampering while
being robust to benign image-processing operations and watermark removal
attacks. This is facilitated through a unique architecture of our proposed
technique consisting of critic and adversarial networks that enforce high image
quality and resiliency to watermark removal efforts, respectively, along with
the backbone encoder-decoder and the discriminator networks. Thorough
experimental investigations on SOTA facial Deepfake datasets demonstrate that
our proposed model can embed a $64$-bit secret as an imperceptible image
watermark that can be recovered with a high-bit recovery accuracy when benign
image processing operations are applied while being non-recoverable when unseen
Deepfake manipulations are applied. In addition, our proposed watermarking
technique demonstrates high resilience to several white-box and black-box
watermark removal attacks. Thus, obtaining state-of-the-art performance.",http://arxiv.org/pdf/2410.01906v1
The potential of LLM-generated reports in DevSecOps,"Nikolaos Lykousas, Vasileios Argyropoulos, Fran Casino",2024-10-02,"Alert fatigue is a common issue faced by software teams using the DevSecOps
paradigm. The overwhelming number of warnings and alerts generated by security
and code scanning tools, particularly in smaller teams where resources are
limited, leads to desensitization and diminished responsiveness to security
warnings, potentially exposing systems to vulnerabilities. This paper explores
the potential of LLMs in generating actionable security reports that emphasize
the financial impact and consequences of detected security issues, such as
credential leaks, if they remain unaddressed. A survey conducted among
developers indicates that LLM-generated reports significantly enhance the
likelihood of immediate action on security issues by providing clear,
comprehensive, and motivating insights. Integrating these reports into
DevSecOps workflows can mitigate attention saturation and alert fatigue,
ensuring that critical security warnings are addressed effectively.",http://arxiv.org/pdf/2410.01899v1
Auction-Based Regulation for Artificial Intelligence,"Marco Bornstein, Zora Che, Suhas Julapalli, Abdirisak Mohamed, Amrit Singh Bedi, Furong Huang",2024-10-02,"In an era of ""moving fast and breaking things"", regulators have moved slowly
to pick up the safety, bias, and legal pieces left in the wake of broken
Artificial Intelligence (AI) deployment. Since AI models, such as large
language models, are able to push misinformation and stoke division within our
society, it is imperative for regulators to employ a framework that mitigates
these dangers and ensures user safety. While there is much-warranted discussion
about how to address the safety, bias, and legal woes of state-of-the-art AI
models, the number of rigorous and realistic mathematical frameworks to
regulate AI safety is lacking. We take on this challenge, proposing an
auction-based regulatory mechanism that provably incentivizes model-building
agents (i) to deploy safer models and (ii) to participate in the regulation
process. We provably guarantee, via derived Nash Equilibria, that each
participating agent's best strategy is to submit a model safer than a
prescribed minimum-safety threshold. Empirical results show that our regulatory
auction boosts safety and participation rates by 20% and 15% respectively,
outperforming simple regulatory frameworks that merely enforce minimum safety
standards.",http://arxiv.org/pdf/2410.01871v1
DreamGarden: A Designer Assistant for Growing Games from a Single Prompt,"Sam Earle, Samyak Parajuli, Andrzej Banburski-Fahey",2024-10-02,"Coding assistants are increasingly leveraged in game design, both generating
code and making high-level plans. To what degree can these tools align with
developer workflows, and what new modes of human-computer interaction can
emerge from their use? We present DreamGarden, an AI system capable of
assisting with the development of diverse game environments in Unreal Engine.
At the core of our method is an LLM-driven planner, capable of breaking down a
single, high-level prompt -- a dream, memory, or imagined scenario provided by
a human user -- into a hierarchical action plan, which is then distributed
across specialized submodules facilitating concrete implementation. This system
is presented to the user as a garden of plans and actions, both growing
independently and responding to user intervention via seed prompts, pruning,
and feedback. Through a user study, we explore design implications of this
system, charting courses for future work in semi-autonomous assistants and
open-ended simulation design.",http://arxiv.org/pdf/2410.01791v1
From Prohibition to Adoption: How Hong Kong Universities Are Navigating ChatGPT in Academic Workflows,"Junjun Huang, Jifan Wu, Qing Wang, Kemeng Yuan, Jiefeng Li, Di Lu",2024-10-02,"This paper aims at comparing the time when Hong Kong universities used to ban
ChatGPT to the current periods where it has become integrated in the academic
processes. Bolted by concerns of integrity and ethical issues in technologies,
institutions have adapted by moving towards the center adopting AI literacy and
responsibility policies. This study examines new paradigms which have been
developed to help implement these positives while preventing negative effects
on academia. Keywords: ChatGPT, Academic Integrity, AI Literacy, Ethical AI
Use, Generative AI in Education, University Policy, AI Integration in Academia,
Higher Education and Technology",http://arxiv.org/pdf/2410.01695v1
Why context matters in VQA and Reasoning: Semantic interventions for VLM input modalities,"Kenza Amara, Lukas Klein, Carsten Lüth, Paul Jäger, Hendrik Strobelt, Mennatallah El-Assady",2024-10-02,"The various limitations of Generative AI, such as hallucinations and model
failures, have made it crucial to understand the role of different modalities
in Visual Language Model (VLM) predictions. Our work investigates how the
integration of information from image and text modalities influences the
performance and behavior of VLMs in visual question answering (VQA) and
reasoning tasks. We measure this effect through answer accuracy, reasoning
quality, model uncertainty, and modality relevance. We study the interplay
between text and image modalities in different configurations where visual
content is essential for solving the VQA task. Our contributions include (1)
the Semantic Interventions (SI)-VQA dataset, (2) a benchmark study of various
VLM architectures under different modality configurations, and (3) the
Interactive Semantic Interventions (ISI) tool. The SI-VQA dataset serves as the
foundation for the benchmark, while the ISI tool provides an interface to test
and apply semantic interventions in image and text inputs, enabling more
fine-grained analysis. Our results show that complementary information between
modalities improves answer and reasoning quality, while contradictory
information harms model performance and confidence. Image text annotations have
minimal impact on accuracy and uncertainty, slightly increasing image
relevance. Attention analysis confirms the dominant role of image inputs over
text in VQA tasks. In this study, we evaluate state-of-the-art VLMs that allow
us to extract attention coefficients for each modality. A key finding is
PaliGemma's harmful overconfidence, which poses a higher risk of silent
failures compared to the LLaVA models. This work sets the foundation for
rigorous analysis of modality integration, supported by datasets specifically
designed for this purpose.",http://arxiv.org/pdf/2410.01690v1
Trying to be human: Linguistic traces of stochastic empathy in language models,"Bennett Kleinberg, Jari Zegers, Jonas Festor, Stefana Vida, Julian Präsent, Riccardo Loconte, Sanne Peereboom",2024-10-02,"Differentiating between generated and human-written content is important for
navigating the modern world. Large language models (LLMs) are crucial drivers
behind the increased quality of computer-generated content. Reportedly, humans
find it increasingly difficult to identify whether an AI model generated a
piece of text. Our work tests how two important factors contribute to the human
vs AI race: empathy and an incentive to appear human. We address both aspects
in two experiments: human participants and a state-of-the-art LLM wrote
relationship advice (Study 1, n=530) or mere descriptions (Study 2, n=610),
either instructed to be as human as possible or not. New samples of humans
(n=428 and n=408) then judged the texts' source. Our findings show that when
empathy is required, humans excel. Contrary to expectations, instructions to
appear human were only effective for the LLM, so the human advantage
diminished. Computational text analysis revealed that LLMs become more human
because they may have an implicit representation of what makes a text human and
effortlessly apply these heuristics. The model resorts to a conversational,
self-referential, informal tone with a simpler vocabulary to mimic stochastic
empathy. We discuss these findings in light of recent claims on the on-par
performance of LLMs.",http://arxiv.org/pdf/2410.01675v1
Conformal Generative Modeling with Improved Sample Efficiency through Sequential Greedy Filtering,"Klaus-Rudolf Kladny, Bernhard Schölkopf, Michael Muehlebach",2024-10-02,"Generative models lack rigorous statistical guarantees for their outputs and
are therefore unreliable in safety-critical applications. In this work, we
propose Sequential Conformal Prediction for Generative Models (SCOPE-Gen), a
sequential conformal prediction method producing prediction sets that satisfy a
rigorous statistical guarantee called conformal admissibility control. This
guarantee states that with high probability, the prediction sets contain at
least one admissible (or valid) example. To this end, our method first samples
an initial set of i.i.d. examples from a black box generative model. Then, this
set is iteratively pruned via so-called greedy filters. As a consequence of the
iterative generation procedure, admissibility of the final prediction set
factorizes as a Markov chain. This factorization is crucial, because it allows
to control each factor separately, using conformal prediction. In comparison to
prior work, our method demonstrates a large reduction in the number of
admissibility evaluations during calibration. This reduction is important in
safety-critical applications, where these evaluations must be conducted
manually by domain experts and are therefore costly and time consuming. We
highlight the advantages of our method in terms of admissibility evaluations
and cardinality of the prediction sets through experiments in natural language
generation and molecular graph extension tasks.",http://arxiv.org/pdf/2410.01660v1
Entropy-Based Uncertainty Modeling for Trajectory Prediction in Autonomous Driving,"Aron Distelzweig, Andreas Look, Eitan Kosman, Faris Janjoš, Jörg Wagner, Abhinav Valadaa",2024-10-02,"In autonomous driving, accurate motion prediction is essential for safe and
efficient motion planning. To ensure safety, planners must rely on reliable
uncertainty information about the predicted future behavior of surrounding
agents, yet this aspect has received limited attention. This paper addresses
the so-far neglected problem of uncertainty modeling in trajectory prediction.
We adopt a holistic approach that focuses on uncertainty quantification,
decomposition, and the influence of model composition. Our method is based on a
theoretically grounded information-theoretic approach to measure uncertainty,
allowing us to decompose total uncertainty into its aleatoric and epistemic
components. We conduct extensive experiments on the nuScenes dataset to assess
how different model architectures and configurations affect uncertainty
quantification and model robustness.",http://arxiv.org/pdf/2410.01628v1
Automated Red Teaming with GOAT: the Generative Offensive Agent Tester,"Maya Pavlova, Erik Brinkman, Krithika Iyer, Vitor Albiero, Joanna Bitton, Hailey Nguyen, Joe Li, Cristian Canton Ferrer, Ivan Evtimov, Aaron Grattafiori",2024-10-02,"Red teaming assesses how large language models (LLMs) can produce content
that violates norms, policies, and rules set during their safety training.
However, most existing automated methods in the literature are not
representative of the way humans tend to interact with AI models. Common users
of AI models may not have advanced knowledge of adversarial machine learning
methods or access to model internals, and they do not spend a lot of time
crafting a single highly effective adversarial prompt. Instead, they are likely
to make use of techniques commonly shared online and exploit the multiturn
conversational nature of LLMs. While manual testing addresses this gap, it is
an inefficient and often expensive process. To address these limitations, we
introduce the Generative Offensive Agent Tester (GOAT), an automated agentic
red teaming system that simulates plain language adversarial conversations
while leveraging multiple adversarial prompting techniques to identify
vulnerabilities in LLMs. We instantiate GOAT with 7 red teaming attacks by
prompting a general-purpose model in a way that encourages reasoning through
the choices of methods available, the current target model's response, and the
next steps. Our approach is designed to be extensible and efficient, allowing
human testers to focus on exploring new areas of risk while automation covers
the scaled adversarial stress-testing of known risk territory. We present the
design and evaluation of GOAT, demonstrating its effectiveness in identifying
vulnerabilities in state-of-the-art LLMs, with an ASR@10 of 97% against Llama
3.1 and 88% against GPT-4 on the JailbreakBench dataset.",http://arxiv.org/pdf/2410.01606v1
OpenMathInstruct-2: Accelerating AI for Math with Massive Open-Source Instruction Data,"Shubham Toshniwal, Wei Du, Ivan Moshkov, Branislav Kisacanin, Alexan Ayrapetyan, Igor Gitman",2024-10-02,"Mathematical reasoning continues to be a critical challenge in large language
model (LLM) development with significant interest. However, most of the
cutting-edge progress in mathematical reasoning with LLMs has become
\emph{closed-source} due to lack of access to training data. This lack of data
access limits researchers from understanding the impact of different choices
for synthesizing and utilizing the data. With the goal of creating a
high-quality finetuning (SFT) dataset for math reasoning, we conduct careful
ablation experiments on data synthesis using the recently released
\texttt{Llama3.1} family of models. Our experiments show that: (a) solution
format matters, with excessively verbose solutions proving detrimental to SFT
performance, (b) data generated by a strong teacher outperforms
\emph{on-policy} data generated by a weak student model, (c) SFT is robust to
low-quality solutions, allowing for imprecise data filtering, and (d) question
diversity is crucial for achieving data scaling gains. Based on these insights,
we create the OpenMathInstruct-2 dataset, which consists of 14M
question-solution pairs ($\approx$ 600K unique questions), making it nearly
eight times larger than the previous largest open-source math reasoning
dataset. Finetuning the \texttt{Llama-3.1-8B-Base} using OpenMathInstruct-2
outperforms \texttt{Llama3.1-8B-Instruct} on MATH by an absolute 15.9\% (51.9\%
$\rightarrow$ 67.8\%). Finally, to accelerate the open-source efforts, we
release the code, the finetuned models, and the OpenMathInstruct-2 dataset
under a commercially permissive license.",http://arxiv.org/pdf/2410.01560v1
MedQA-CS: Benchmarking Large Language Models Clinical Skills Using an AI-SCE Framework,"Zonghai Yao, Zihao Zhang, Chaolong Tang, Xingyu Bian, Youxia Zhao, Zhichao Yang, Junda Wang, Huixue Zhou, Won Seok Jang, Feiyun Ouyang, Hong Yu",2024-10-02,"Artificial intelligence (AI) and large language models (LLMs) in healthcare
require advanced clinical skills (CS), yet current benchmarks fail to evaluate
these comprehensively. We introduce MedQA-CS, an AI-SCE framework inspired by
medical education's Objective Structured Clinical Examinations (OSCEs), to
address this gap. MedQA-CS evaluates LLMs through two instruction-following
tasks, LLM-as-medical-student and LLM-as-CS-examiner, designed to reflect real
clinical scenarios. Our contributions include developing MedQA-CS, a
comprehensive evaluation framework with publicly available data and expert
annotations, and providing the quantitative and qualitative assessment of LLMs
as reliable judges in CS evaluation. Our experiments show that MedQA-CS is a
more challenging benchmark for evaluating clinical skills than traditional
multiple-choice QA benchmarks (e.g., MedQA). Combined with existing benchmarks,
MedQA-CS enables a more comprehensive evaluation of LLMs' clinical capabilities
for both open- and closed-source LLMs.",http://arxiv.org/pdf/2410.01553v1
Seeing Eye to AI: Human Alignment via Gaze-Based Response Rewards for Large Language Models,"Angela Lopez-Cardona, Carlos Segura, Alexandros Karatzoglou, Sergi Abadal, Ioannis Arapakis",2024-10-02,"Advancements in Natural Language Processing (NLP), have led to the emergence
of Large Language Models (LLMs) such as GPT, Llama, Claude, and Gemini, which
excel across a range of tasks but require extensive fine-tuning to align their
outputs with human expectations. A widely used method for achieving this
alignment is Reinforcement Learning from Human Feedback (RLHF), which, despite
its success, faces challenges in accurately modelling human preferences. In
this paper, we introduce GazeReward, a novel framework that integrates implicit
feedback -- and specifically eye-tracking (ET) data -- into the Reward Model
(RM). In addition, we explore how ET-based features can provide insights into
user preferences. Through ablation studies we test our framework with different
integration methods, LLMs, and ET generator models, demonstrating that our
approach significantly improves the accuracy of the RM on established human
preference datasets. This work advances the ongoing discussion on optimizing AI
alignment with human values, exploring the potential of cognitive data for
shaping future NLP research.",http://arxiv.org/pdf/2410.01532v1
One Wave to Explain Them All: A Unifying Perspective on Post-hoc Explainability,"Gabriel Kasmi, Amandine Brunetto, Thomas Fel, Jayneel Parekh",2024-10-02,"Despite the growing use of deep neural networks in safety-critical
decision-making, their inherent black-box nature hinders transparency and
interpretability. Explainable AI (XAI) methods have thus emerged to understand
a model's internal workings, and notably attribution methods also called
saliency maps. Conventional attribution methods typically identify the
locations -- the where -- of significant regions within an input. However,
because they overlook the inherent structure of the input data, these methods
often fail to interpret what these regions represent in terms of structural
components (e.g., textures in images or transients in sounds). Furthermore,
existing methods are usually tailored to a single data modality, limiting their
generalizability. In this paper, we propose leveraging the wavelet domain as a
robust mathematical foundation for attribution. Our approach, the Wavelet
Attribution Method (WAM) extends the existing gradient-based feature
attributions into the wavelet domain, providing a unified framework for
explaining classifiers across images, audio, and 3D shapes. Empirical
evaluations demonstrate that WAM matches or surpasses state-of-the-art methods
across faithfulness metrics and models in image, audio, and 3D explainability.
Finally, we show how our method explains not only the where -- the important
parts of the input -- but also the what -- the relevant patterns in terms of
structural components.",http://arxiv.org/pdf/2410.01482v1
SonicSim: A customizable simulation platform for speech processing in moving sound source scenarios,"Kai Li, Wendi Sang, Chang Zeng, Runxuan Yang, Guo Chen, Xiaolin Hu",2024-10-02,"The systematic evaluation of speech separation and enhancement models under
moving sound source conditions typically requires extensive data comprising
diverse scenarios. However, real-world datasets often contain insufficient data
to meet the training and evaluation requirements of models. Although synthetic
datasets offer a larger volume of data, their acoustic simulations lack
realism. Consequently, neither real-world nor synthetic datasets effectively
fulfill practical needs. To address these issues, we introduce SonicSim, a
synthetic toolkit de-designed to generate highly customizable data for moving
sound sources. SonicSim is developed based on the embodied AI simulation
platform, Habitat-sim, supporting multi-level adjustments, including
scene-level, microphone-level, and source-level, thereby generating more
diverse synthetic data. Leveraging SonicSim, we constructed a moving sound
source benchmark dataset, SonicSet, using the Librispeech, the Freesound
Dataset 50k (FSD50K) and Free Music Archive (FMA), and 90 scenes from the
Matterport3D to evaluate speech separation and enhancement models.
Additionally, to validate the differences between synthetic data and real-world
data, we randomly selected 5 hours of raw data without reverberation from the
SonicSet validation set to record a real-world speech separation dataset, which
was then compared with the corresponding synthetic datasets. Similarly, we
utilized the real-world speech enhancement dataset RealMAN to validate the
acoustic gap between other synthetic datasets and the SonicSet dataset for
speech enhancement. The results indicate that the synthetic data generated by
SonicSim can effectively generalize to real-world scenarios. Demo and code are
publicly available at https://cslikai.cn/SonicSim/.",http://arxiv.org/pdf/2410.01481v1
FlipAttack: Jailbreak LLMs via Flipping,"Yue Liu, Xiaoxin He, Miao Xiong, Jinlan Fu, Shumin Deng, Bryan Hooi",2024-10-02,"This paper proposes a simple yet effective jailbreak attack named FlipAttack
against black-box LLMs. First, from the autoregressive nature, we reveal that
LLMs tend to understand the text from left to right and find that they struggle
to comprehend the text when noise is added to the left side. Motivated by these
insights, we propose to disguise the harmful prompt by constructing left-side
noise merely based on the prompt itself, then generalize this idea to 4
flipping modes. Second, we verify the strong ability of LLMs to perform the
text-flipping task, and then develop 4 variants to guide LLMs to denoise,
understand, and execute harmful behaviors accurately. These designs keep
FlipAttack universal, stealthy, and simple, allowing it to jailbreak black-box
LLMs within only 1 query. Experiments on 8 LLMs demonstrate the superiority of
FlipAttack. Remarkably, it achieves $\sim$98\% attack success rate on GPT-4o,
and $\sim$98\% bypass rate against 5 guardrail models on average. The codes are
available at GitHub\footnote{https://github.com/yueliu1999/FlipAttack}.",http://arxiv.org/pdf/2410.02832v1
Fair Class-Incremental Learning using Sample Weighting,"Jaeyoung Park, Minsu Kim, Steven Euijong Whang",2024-10-02,"Model fairness is becoming important in class-incremental learning for
Trustworthy AI. While accuracy has been a central focus in class-incremental
learning, fairness has been relatively understudied. However, naively using all
the samples of the current task for training results in unfair catastrophic
forgetting for certain sensitive groups including classes. We theoretically
analyze that forgetting occurs if the average gradient vector of the current
task data is in an ""opposite direction"" compared to the average gradient vector
of a sensitive group, which means their inner products are negative. We then
propose a fair class-incremental learning framework that adjusts the training
weights of current task samples to change the direction of the average gradient
vector and thus reduce the forgetting of underperforming groups and achieve
fairness. For various group fairness measures, we formulate optimization
problems to minimize the overall losses of sensitive groups while minimizing
the disparities among them. We also show the problems can be solved with linear
programming and propose an efficient Fairness-aware Sample Weighting (FSW)
algorithm. Experiments show that FSW achieves better accuracy-fairness tradeoff
results than state-of-the-art approaches on real datasets.",http://arxiv.org/pdf/2410.01324v1
